Time	S1_A	S1_B	S2_A	S2_B	S3_A	S3_B	S4_A	S4_B
11,51	201	112	267	215	164	93	261	96
11,53	201	112	267	215	164	93	261	96
11,54	201	112	267	215	164	93	261	96
11,56	201	112	267	215	164	93	261	96
11,57	201	112	267	215	164	93	261	96
11,59	201	112	267	215	164	93	260	96
11,60	201	112	267	215	164	93	260	96
11,62	201	112	267	215	164	93	260	96
11,63	201	112	267	215	164	93	260	96
11,65	201	112	267	215	164	93	260	96
11,66	201	112	267	215	164	93	260	96
11,68	201	112	267	215	164	93	260	96
11,69	201	112	267	215	164	93	259	96
11,71	201	112	267	215	164	93	259	96
11,72	201	112	267	215	164	93	259	96
11,74	201	112	267	215	164	93	259	96
11,75	201	112	267	215	164	93	259	96
11,76	201	112	267	215	164	93	259	96
11,78	201	112	267	215	164	93	259	96
11,79	201	112	267	215	164	93	259	96
11,81	201	112	267	215	164	93	258	96
11,82	201	112	267	215	164	93	258	96
11,84	201	112	267	215	164	93	258	96
11,85	201	112	267	215	164	93	258	96
11,87	201	112	267	215	164	93	258	96
11,88	201	112	267	215	164	92	258	96
11,90	201	112	267	215	164	92	258	96
11,91	201	112	267	215	164	92	256	96
11,93	201	112	267	215	164	92	256	96
11,94	201	112	267	215	164	92	256	96
11,96	201	112	267	215	164	92	256	96
11,97	201	112	267	215	164	92	256	96
11,99	201	112	267	215	164	92	256	96
12,00	201	112	267	215	164	92	256	96
12,01	201	112	267	215	164	92	255	96
12,03	201	112	267	215	164	92	255	96
12,04	201	112	267	215	164	92	255	96
12,06	201	112	267	215	164	92	255	96
12,07	201	112	267	215	164	92	255	96
12,09	201	112	267	215	164	92	255	96
12,10	201	112	267	215	164	92	255	96
12,12	201	112	267	215	164	92	254	96
12,13	201	112	267	215	164	92	254	96
12,15	201	112	267	215	164	92	254	96
12,16	201	112	267	215	164	92	254	96
12,18	201	112	267	215	164	92	254	96
12,19	201	112	267	215	164	92	254	96
12,21	201	112	267	215	164	92	254	96
12,22	201	112	267	215	164	92	253	96
12,24	201	112	267	215	164	92	253	96
12,25	201	112	267	215	164	92	253	96
12,26	201	112	267	215	164	92	253	96
12,28	201	112	267	215	164	92	253	96
12,29	201	112	267	215	164	92	253	96
12,31	201	112	267	215	164	92	253	96
12,32	201	112	267	215	164	92	253	96
12,34	201	112	267	215	164	92	253	96
12,35	201	112	267	215	164	92	253	96
12,37	201	111	267	215	164	92	253	96
12,38	201	111	267	215	164	92	253	96
12,40	201	111	267	215	164	92	253	96
12,41	201	111	267	215	164	92	253	96
12,43	201	111	267	215	164	92	252	96
12,44	201	111	267	215	164	92	252	96
12,46	201	111	267	215	164	92	252	96
12,47	201	111	267	215	164	92	252	96
12,49	201	111	267	215	164	92	252	96
12,50	201	111	267	215	164	92	252	96
12,51	201	111	267	215	164	92	252	96
12,53	201	111	267	215	164	92	252	96
12,54	201	111	267	215	164	92	252	96
12,56	201	111	267	215	164	92	252	96
12,57	201	111	267	215	164	92	252	96
12,59	201	111	267	215	164	92	252	96
12,60	201	111	267	215	164	92	252	96
12,62	201	111	267	215	164	92	252	96
12,63	201	111	267	215	164	92	252	96
12,65	201	111	267	215	164	92	252	96
12,66	201	111	267	215	164	92	252	96
12,68	201	111	267	215	164	92	252	96
12,69	201	111	267	215	164	92	252	96
12,71	201	111	267	215	164	92	252	96
12,72	201	111	267	215	164	92	252	96
12,74	201	111	267	215	164	92	252	96
12,75	201	111	267	215	164	92	252	96
12,76	201	111	267	215	164	92	252	96
12,78	201	111	267	215	164	92	252	96
12,79	201	111	267	215	164	92	252	96
12,81	201	111	267	215	164	92	252	96
12,82	201	111	267	215	164	92	252	96
12,84	201	111	267	215	164	92	252	96
12,85	201	111	267	215	164	92	252	96
12,87	201	112	267	215	164	92	252	96
12,88	201	112	267	215	164	92	252	96
12,90	201	112	267	215	164	92	252	96
12,91	201	112	267	215	164	92	252	96
12,93	200	112	267	215	164	92	252	96
12,94	200	112	267	215	164	92	252	96
12,96	200	112	267	215	164	92	252	96
12,97	200	112	267	215	164	92	252	96
12,99	200	112	267	215	164	92	252	96
13,00	200	113	267	215	164	93	252	96
13,01	200	113	267	215	164	93	252	96
13,03	200	113	267	215	164	93	252	96
13,04	200	113	267	215	164	93	252	96
13,06	200	113	267	215	164	93	259	96
13,07	200	113	267	215	164	93	259	96
13,09	200	113	267	215	164	93	259	96
13,10	200	113	267	215	164	94	259	96
13,12	200	116	267	215	164	94	259	96
13,13	200	116	267	215	170	94	259	96
13,15	200	116	267	215	170	94	259	96
13,16	200	116	267	215	170	94	259	96
13,18	200	116	267	215	170	94	290	96
13,19	200	116	267	215	170	94	290	96
13,21	200	116	267	216	170	94	290	152
13,22	200	116	267	216	170	110	290	152
13,24	200	116	267	216	188	110	290	152
13,25	200	117	267	216	188	110	290	152
13,26	200	117	267	216	188	110	290	152
13,28	200	117	267	216	188	110	336	152
13,29	200	117	267	216	188	110	336	152
13,31	200	117	267	216	188	110	336	152
13,32	200	117	267	225	188	155	336	152
13,34	200	117	267	225	188	155	336	224
13,35	200	117	267	225	238	155	336	224
13,37	200	111	267	225	238	155	336	224
13,38	200	111	267	225	238	155	393	224
13,40	200	111	267	225	238	155	393	224
13,41	200	111	267	225	238	155	393	224
13,43	200	111	267	225	238	155	393	224
13,44	200	111	267	238	238	222	393	224
13,46	200	111	267	238	238	222	393	289
13,47	200	111	267	238	307	222	393	289
13,49	200	111	267	238	307	222	388	289
13,50	200	110	267	238	307	222	388	289
13,51	200	110	267	238	307	222	388	289
13,53	200	110	267	238	307	222	388	289
13,54	199	110	267	238	307	254	388	289
13,56	199	110	267	249	307	254	388	289
13,57	199	110	267	249	346	254	388	289
13,59	199	110	267	249	346	254	371	248
13,60	199	110	267	249	346	254	371	248
13,62	199	118	267	249	346	254	371	248
13,63	199	118	267	249	346	254	371	248
13,65	199	118	267	249	346	254	371	248
13,66	199	118	267	249	346	321	371	248
13,68	199	118	267	249	346	321	371	248
13,69	199	118	267	294	398	321	385	248
13,71	199	118	267	294	398	321	385	125
13,72	199	118	268	294	398	321	385	125
13,74	199	118	268	294	398	321	385	125
13,75	199	128	268	294	398	321	385	125
13,76	199	128	268	294	398	294	385	125
13,78	199	128	268	294	398	294	385	125
13,79	199	128	268	294	398	294	345	125
13,81	199	128	268	395	362	294	345	125
13,82	199	128	268	395	362	294	345	125
13,84	199	128	270	395	362	294	345	95
13,85	199	128	270	395	362	294	345	95
13,87	199	189	270	395	362	294	345	95
13,88	199	189	270	395	362	100	345	95
13,90	199	189	270	395	362	100	273	95
13,91	265	189	270	395	362	100	273	95
13,93	265	189	270	401	314	100	273	95
13,94	265	189	270	401	314	100	273	95
13,96	265	189	348	401	314	100	273	97
13,97	265	189	348	401	314	100	273	97
13,99	265	189	348	401	314	100	273	97
14,00	265	298	348	401	314	94	273	97
14,01	265	298	348	401	314	94	194	97
14,03	265	298	348	401	140	94	194	97
14,04	392	298	348	261	140	94	194	97
14,06	392	298	348	261	140	94	194	97
14,07	392	298	348	261	140	94	194	97
14,09	392	298	370	261	140	94	194	97
14,10	392	298	370	261	140	95	194	97
14,12	392	221	370	261	140	95	202	97
14,13	392	221	370	261	140	95	202	97
14,15	392	221	370	261	162	95	202	97
14,16	306	221	370	286	162	95	202	97
14,18	306	221	370	286	162	95	202	97
14,19	306	221	370	286	162	95	202	97
14,21	306	221	317	286	162	95	202	97
14,22	306	221	317	286	162	95	213	97
14,24	306	85	317	286	162	95	213	97
14,25	306	85	317	286	162	95	213	97
14,26	306	85	317	286	163	95	213	97
14,28	306	85	317	206	163	95	213	97
14,29	260	85	317	206	163	95	213	97
14,31	260	85	317	206	163	95	213	97
14,32	260	85	262	206	163	95	216	97
14,34	260	85	262	206	163	95	216	97
14,35	260	85	262	206	163	95	216	97
14,37	260	87	262	206	163	95	216	97
14,38	260	87	262	206	163	95	216	97
14,40	260	87	262	207	163	95	216	97
14,41	256	87	262	207	163	95	216	97
14,43	256	87	262	207	163	95	213	97
14,44	256	87	263	207	163	95	213	97
14,46	256	87	263	207	163	95	213	97
14,47	256	87	263	207	163	95	213	97
14,49	256	85	263	207	163	95	213	97
14,50	256	85	263	207	163	95	213	97
14,51	256	85	263	245	163	95	213	97
14,53	256	85	263	245	163	95	203	97
14,54	283	85	263	245	163	95	203	97
14,56	283	85	331	245	163	95	203	97
14,57	283	85	331	245	163	95	203	97
14,59	283	85	331	245	163	95	203	97
14,60	283	85	331	245	162	95	203	97
14,62	283	190	331	245	162	95	203	97
14,63	283	190	331	320	162	95	176	97
14,65	283	190	331	320	162	95	176	97
14,66	353	190	331	320	162	95	176	97
14,68	353	190	352	320	162	95	176	97
14,69	353	190	352	320	162	95	176	97
14,71	353	190	352	320	157	95	176	97
14,72	353	190	352	320	157	95	176	97
14,74	353	288	352	320	157	95	221	97
14,75	353	288	352	333	157	95	221	97
14,76	353	288	352	333	157	95	221	97
14,78	359	288	352	333	157	93	221	97
14,79	359	288	311	333	157	93	221	97
14,81	359	288	311	333	157	93	221	97
14,82	359	288	311	333	292	93	221	97
14,84	359	288	311	333	292	93	221	97
14,85	359	288	311	333	292	93	268	97
14,87	359	200	311	333	292	93	268	97
14,88	359	200	311	400	292	134	268	97
14,90	359	200	311	400	292	134	268	97
14,91	204	200	268	400	292	134	268	97
14,93	204	200	268	400	292	134	268	97
14,94	204	200	268	400	332	134	268	97
14,96	204	200	268	400	332	134	337	96
14,97	204	200	268	400	332	134	337	96
14,99	204	122	268	335	332	134	337	96
15,00	204	122	268	335	332	309	337	96
15,01	204	122	268	335	332	309	337	96
15,03	198	122	267	335	332	309	337	96
15,04	198	122	267	335	332	309	337	96
15,06	198	122	267	335	370	309	376	96
15,07	198	122	267	335	370	309	376	96
15,09	198	122	267	335	370	309	376	254
15,10	198	122	267	335	370	247	376	254
15,12	198	109	267	237	370	247	376	254
15,13	198	109	267	237	370	247	376	254
15,14	198	109	267	237	370	247	376	254
15,16	198	109	267	237	221	247	441	254
15,17	198	109	267	237	221	247	441	254
15,19	198	109	267	237	221	247	441	254
15,20	198	109	267	237	221	247	441	316
15,22	198	109	267	237	221	161	441	316
15,23	198	115	267	216	221	161	441	316
15,25	198	115	267	216	221	161	441	316
15,26	198	115	267	216	221	161	394	316
15,28	198	115	267	216	167	161	394	316
15,29	198	115	267	216	167	161	394	316
15,30	198	115	267	216	167	161	394	316
15,32	198	115	267	216	167	161	394	316
15,33	198	115	267	216	167	121	394	237
15,35	198	115	267	216	167	121	394	237
15,36	198	116	267	216	167	121	325	237
15,38	198	116	267	216	169	121	325	237
15,39	198	116	267	216	169	121	325	237
15,41	198	116	267	216	169	121	325	237
15,42	198	116	267	216	169	121	325	237
15,43	198	116	267	216	169	95	325	237
15,45	198	116	267	216	169	95	325	115
15,46	198	116	267	215	169	95	253	115
15,48	198	116	267	215	169	95	253	115
15,49	198	116	267	215	166	95	253	115
15,51	198	116	267	215	166	95	253	115
15,52	198	116	267	215	166	95	253	115
15,54	198	116	267	215	166	95	253	115
15,55	198	116	267	215	166	95	253	115
15,57	198	116	267	215	166	95	238	115
15,58	198	116	267	215	166	95	238	97
15,59	198	116	267	215	166	95	238	97
15,61	198	116	267	215	163	95	238	97
15,62	198	116	267	215	163	95	238	97
15,64	198	116	267	215	163	95	238	97
15,65	198	116	267	215	163	95	238	97
15,67	198	116	267	215	163	95	238	97
15,68	198	116	267	215	163	95	242	97
15,70	198	116	267	215	163	95	242	96
15,71	198	116	267	215	163	95	242	96
15,72	198	116	267	215	164	95	242	96
15,74	198	116	267	215	164	95	242	96
15,75	198	116	267	215	164	95	242	96
15,77	199	116	267	215	164	94	242	96
15,78	199	116	267	215	164	94	246	96
15,80	199	116	267	215	164	94	246	96
15,81	199	116	267	215	164	94	246	96
15,83	199	116	267	215	163	94	246	96
15,84	199	116	267	215	163	94	246	96
15,86	199	115	267	215	163	94	246	96
15,87	199	115	267	215	163	94	246	96
15,88	199	115	267	215	163	94	247	96
15,90	199	115	267	215	163	94	247	96
15,91	199	115	267	215	163	94	247	96
15,93	199	115	267	215	163	94	247	96
15,94	199	115	267	215	163	94	247	96
15,96	199	115	267	215	163	94	247	96
15,97	199	112	267	215	163	94	247	96
15,99	199	112	267	215	163	94	247	96
16,00	199	112	267	215	163	94	247	96
16,01	200	112	267	215	163	94	247	96
16,03	200	112	267	215	163	94	247	96
16,04	200	112	267	215	163	94	247	96
16,06	200	112	267	215	164	94	247	96
16,07	200	112	267	215	164	94	247	96
16,09	200	112	267	215	164	94	246	96
16,10	200	110	267	215	164	94	246	96
16,12	200	110	267	215	164	94	246	96
16,13	200	110	267	215	164	94	246	96
16,15	200	110	267	215	164	94	246	96
16,16	200	110	267	215	164	94	246	96
16,18	200	110	267	215	164	94	246	96
16,19	200	110	267	215	164	94	246	96
16,21	200	110	267	215	164	94	246	96
16,22	200	109	267	215	164	94	246	96
16,24	200	109	267	215	164	94	246	96
16,25	200	109	267	215	164	94	246	96
16,26	200	109	267	215	164	94	246	96
16,28	200	109	267	215	164	94	246	96
16,29	200	109	267	215	164	94	246	96
16,31	200	109	267	215	164	94	246	95
16,32	200	109	267	215	164	94	246	95
16,34	200	109	267	215	164	94	246	95
16,35	200	109	267	215	164	94	246	95
16,37	200	109	267	215	164	94	246	95
16,38	200	109	267	215	164	94	246	95
16,40	200	109	267	215	164	94	246	95
16,41	200	109	267	215	164	94	247	95
16,43	200	109	267	215	164	94	247	95
16,44	200	109	267	215	164	94	247	96
16,46	200	109	267	215	164	94	247	96
16,47	200	108	267	215	164	94	247	96
16,49	200	108	267	215	164	94	247	96
16,50	200	108	267	215	164	94	247	96
16,51	200	108	267	215	164	94	248	96
16,53	200	108	267	215	164	94	248	96
16,54	200	108	267	215	164	94	248	96
16,56	200	108	267	215	164	94	248	96
16,57	200	108	267	215	164	94	248	96
16,59	200	108	267	215	164	94	248	96
16,60	200	108	267	215	164	94	248	96
16,62	200	108	267	215	164	94	250	96
16,63	200	108	267	215	164	94	250	96
16,65	200	108	267	215	164	94	250	96
16,66	200	108	267	215	164	94	250	96
16,68	200	108	267	215	164	94	250	96
16,69	200	108	267	215	164	94	250	96
16,71	200	108	267	215	164	94	250	96
16,72	200	108	267	215	164	94	251	96
16,74	200	108	267	215	164	94	251	96
16,75	201	108	267	215	164	94	251	96
16,76	201	108	267	215	164	94	251	96
16,78	201	108	267	215	164	94	251	96
16,79	201	108	267	215	164	94	251	96
16,81	201	108	267	215	164	94	251	96
16,82	201	108	267	215	164	94	251	96
16,84	201	108	267	215	164	94	252	96
16,85	201	108	267	215	164	94	252	96
16,87	201	108	267	215	164	94	252	96
16,88	201	108	267	215	164	94	252	96
16,90	201	108	267	215	164	94	252	96
16,91	201	108	267	215	164	94	252	96
16,93	201	108	267	215	164	94	252	96
16,94	201	108	267	215	164	94	253	96
16,96	201	108	267	215	164	94	253	96
16,97	201	108	267	215	164	94	253	96
16,99	201	108	267	215	164	94	253	96
17,00	201	108	267	215	164	94	253	96
17,01	201	108	267	215	164	94	253	96
17,03	201	108	267	215	164	94	253	96
17,04	201	108	267	215	164	94	253	96
17,06	201	108	267	215	164	94	253	96
17,07	201	108	267	215	164	94	253	96
17,09	201	108	267	215	164	94	253	96
17,10	201	108	267	215	164	94	253	96
17,12	201	108	267	215	164	94	253	96
17,13	201	108	267	215	164	94	253	96
17,15	201	108	267	215	164	94	254	96
17,16	201	108	267	215	164	94	254	96
17,18	201	108	267	215	164	94	254	96
17,19	201	108	267	215	164	94	254	96
17,21	201	108	267	215	164	95	254	96
17,22	201	109	267	215	164	95	254	96
17,24	201	109	267	215	164	95	254	96
17,25	201	109	267	215	164	95	254	96
17,26	201	109	267	215	164	95	254	96
17,28	201	109	267	215	164	95	254	96
17,29	201	109	267	215	164	95	254	96
17,31	201	109	267	215	164	95	254	96
17,32	201	109	267	215	164	94	254	96
17,34	201	109	267	215	164	94	254	96
17,35	201	109	267	215	164	94	254	96
17,37	201	109	267	215	164	94	254	96
17,38	201	109	267	215	164	94	254	96
17,40	201	109	267	215	164	94	254	96
17,41	201	109	267	215	164	94	254	96
17,43	201	109	267	215	164	94	254	96
17,44	201	109	267	215	164	94	254	97
17,46	201	109	267	215	164	94	254	97
17,47	201	109	267	215	164	94	254	97
17,49	201	109	267	215	164	94	254	97
17,50	201	109	267	215	164	94	254	97
17,51	201	109	267	215	164	94	254	97
17,53	201	109	267	215	164	94	254	97
17,54	201	109	267	215	164	95	254	97
17,56	201	109	267	215	164	95	254	97
17,57	201	109	267	215	164	95	254	97
17,59	201	109	267	215	164	95	254	97
17,60	201	109	267	215	164	95	254	97
17,62	201	109	267	215	164	95	254	97
17,63	201	109	267	215	164	95	254	97
17,65	201	109	267	215	164	95	254	97
17,66	201	109	267	215	164	95	254	97
17,68	201	109	267	215	164	95	254	97
17,69	201	109	267	215	164	95	254	97
17,71	201	109	267	215	164	95	254	97
17,72	201	110	267	215	164	95	254	97
17,74	201	110	267	215	164	95	254	97
17,75	201	110	267	215	164	95	254	97
17,76	201	110	267	215	164	95	254	97
17,78	201	110	267	215	164	95	254	97
17,79	201	110	267	215	164	95	254	97
17,81	201	110	267	215	164	95	254	97
17,82	201	110	267	215	164	95	254	97
17,84	201	110	267	215	164	95	254	97
17,85	201	110	267	215	164	95	254	97
17,87	201	110	267	215	164	95	254	97
17,88	201	110	267	215	164	95	253	97
17,90	201	110	267	215	164	95	253	97
17,91	201	110	267	215	164	95	253	97
17,93	201	110	267	215	164	95	253	97
17,94	201	110	267	215	164	95	253	97
17,96	201	110	267	215	164	95	253	97
17,97	201	110	267	215	164	95	253	97
17,99	201	110	267	215	164	95	253	97
18,00	201	110	267	215	164	95	253	97
18,01	201	110	267	215	164	95	253	97
18,03	201	110	267	215	164	95	253	97
18,04	201	110	267	215	164	95	253	97
18,06	201	110	267	215	164	95	253	97
18,07	201	110	267	215	164	95	253	97
18,09	201	111	267	215	164	95	254	97
18,10	201	111	267	215	164	95	254	97
18,12	201	111	267	215	164	95	254	97
18,13	201	111	267	215	164	95	254	97
18,15	201	111	267	215	164	95	254	97
18,16	201	111	267	215	164	95	254	97
18,18	201	111	267	215	164	95	254	97
18,19	201	111	267	215	164	95	254	97
18,21	201	111	267	215	164	95	256	97
18,22	201	111	267	215	164	95	256	97
18,24	201	111	267	215	164	95	256	97
18,25	201	111	267	215	164	95	256	97
18,27	201	111	267	215	164	95	256	97
18,28	201	111	267	215	164	95	256	97
18,30	201	111	267	215	164	95	256	97
18,31	201	111	267	215	164	95	256	97
18,33	201	111	267	215	164	95	256	97
18,34	201	111	267	215	164	95	256	97
18,36	201	111	267	215	164	95	256	97
18,37	200	111	267	215	164	95	256	97
18,39	200	111	267	215	164	95	256	97
18,40	200	111	267	215	164	95	256	97
18,42	200	111	267	215	164	95	257	97
18,43	200	111	267	215	164	94	257	97
18,45	200	111	267	215	164	94	257	97
18,46	200	111	267	215	164	94	257	97
18,48	200	112	267	215	164	94	257	97
18,49	200	112	267	215	164	94	257	97
18,51	200	112	267	215	164	94	257	97
18,52	200	112	267	215	164	94	258	97
18,54	200	112	267	215	164	94	258	97
18,55	200	112	267	215	164	95	258	97
18,57	200	112	267	215	164	95	258	97
18,58	200	112	267	215	164	95	258	97
18,60	200	112	267	215	164	95	258	97
18,61	200	112	267	215	164	95	257	97
18,63	200	112	267	215	164	95	257	97
18,64	200	112	267	215	164	95	257	97
18,66	200	112	267	215	164	94	257	97
18,67	200	112	267	215	164	94	257	97
18,69	200	112	267	215	164	94	257	97
18,70	200	112	267	215	164	94	257	97
18,72	200	114	267	215	164	94	257	97
18,73	200	114	267	215	164	94	257	97
18,75	200	114	267	215	164	94	257	97
18,76	200	114	267	215	164	94	257	97
18,78	200	114	267	215	164	94	257	97
18,79	200	114	267	215	164	94	257	97
18,81	200	114	267	215	164	94	257	97
18,82	200	114	267	215	164	94	257	97
18,84	200	114	267	215	164	94	257	97
18,85	200	115	267	215	164	94	257	97
18,87	200	115	267	215	164	94	257	97
18,88	200	115	267	215	164	94	257	97
18,90	200	115	267	215	164	94	257	97
18,91	200	115	267	215	164	94	257	97
18,93	200	115	267	215	164	94	257	97
18,94	200	115	267	215	164	94	257	97
18,96	200	115	267	215	164	94	257	97
18,97	200	116	267	215	164	94	257	97
18,99	200	116	267	215	164	94	257	97
19,00	200	116	267	215	164	94	257	97
19,01	200	116	267	215	164	94	257	97
19,03	200	116	267	215	164	94	257	97
19,04	200	116	267	215	164	94	257	97
19,06	200	116	267	215	164	94	257	97
19,07	200	116	267	215	164	94	257	97
19,09	200	116	267	215	164	94	257	97
19,10	200	116	267	215	164	94	257	97
19,12	200	116	267	215	164	94	257	97
19,13	200	116	267	215	164	94	256	97
19,15	200	116	267	215	164	94	256	97
19,16	200	116	267	215	164	94	256	97
19,18	200	116	267	215	164	94	256	97
19,19	200	116	267	215	164	94	256	97
19,21	200	116	267	215	164	94	256	97
19,22	200	116	267	215	164	94	256	97
19,24	199	116	267	215	164	94	256	97
19,25	199	116	267	215	164	94	252	97
19,26	199	116	267	215	164	94	252	97
19,28	199	116	267	215	164	94	252	97
19,29	199	116	267	215	164	94	252	97
19,31	199	116	267	215	164	94	252	97
19,32	199	116	267	215	164	94	252	97
19,34	199	116	267	215	164	94	252	97
19,35	199	116	267	215	164	94	249	97
19,37	199	116	267	215	164	94	249	97
19,38	199	116	267	215	164	94	249	97
19,40	199	116	267	215	164	94	249	97
19,41	199	116	267	215	164	94	249	97
19,43	199	116	267	215	164	94	249	97
19,44	199	116	267	215	164	94	249	97
19,46	199	116	267	215	164	94	246	97
19,47	199	116	267	215	164	94	246	97
19,49	199	116	267	215	164	94	246	97
19,50	199	116	267	215	164	94	246	97
19,51	199	116	267	215	164	94	246	97
19,53	199	116	267	215	164	94	246	97
19,54	199	116	267	215	164	94	246	97
19,56	199	116	267	215	164	94	270	108
19,57	199	116	267	215	164	94	270	108
19,59	199	116	267	215	164	94	270	108
19,60	199	116	267	215	164	94	270	108
19,62	199	116	267	216	164	94	270	108
19,63	199	116	267	216	164	94	270	108
19,65	199	116	267	216	164	94	270	108
19,66	199	116	267	216	164	115	364	108
19,68	199	116	267	216	167	115	364	239
19,69	199	116	267	216	167	115	364	239
19,71	199	116	267	216	167	115	364	239
19,72	199	117	267	216	167	115	364	239
19,74	199	117	267	216	167	115	364	239
19,75	199	117	267	216	167	115	364	239
19,76	199	117	267	216	167	157	394	239
19,78	199	117	267	216	167	157	394	239
19,79	199	117	267	216	193	157	394	239
19,81	199	117	267	216	193	157	394	283
19,82	199	117	267	216	193	157	394	283
19,84	199	117	267	216	193	157	394	283
19,85	199	115	267	209	193	157	394	283
19,87	199	115	267	209	193	157	394	283
19,88	199	115	267	209	193	186	341	283
19,90	199	115	267	209	193	186	341	283
19,91	199	115	267	209	246	186	341	283
19,93	199	115	267	209	246	186	341	265
19,94	199	115	267	209	246	186	341	265
19,96	199	115	267	209	246	186	341	265
19,97	199	114	267	209	246	186	341	265
19,99	199	114	267	189	246	186	353	265
20,00	199	114	267	189	246	214	353	265
20,01	199	114	267	189	299	214	353	265
20,03	199	114	267	189	299	214	353	265
20,04	199	114	267	189	299	214	353	265
20,06	199	114	267	189	299	214	353	245
20,07	199	114	267	189	299	214	353	245
20,09	199	114	267	189	299	214	358	245
20,10	199	114	267	188	299	221	358	245
20,12	199	114	267	188	299	221	358	245
20,13	199	114	267	188	296	221	358	245
20,15	199	114	267	188	296	221	358	245
20,16	199	114	267	188	296	221	358	245
20,18	199	114	267	188	296	221	358	265
20,19	199	114	267	188	296	221	366	265
20,21	199	114	267	188	296	221	366	265
20,22	199	115	267	185	296	216	366	265
20,24	199	115	267	185	296	216	366	265
20,25	199	115	267	185	266	216	366	265
20,26	199	115	267	185	266	216	366	265
20,28	199	115	267	185	266	216	366	265
20,29	199	115	267	185	266	216	386	265
20,31	199	115	267	185	266	216	386	293
20,32	199	115	267	185	266	216	386	293
20,34	199	115	267	185	266	216	386	293
20,35	199	116	267	185	253	216	386	293
20,37	199	116	267	185	253	216	386	293
20,38	199	116	267	185	253	216	386	293
20,40	199	116	267	185	253	216	394	293
20,41	199	116	267	185	253	216	394	293
20,43	199	116	267	185	253	216	394	294
20,44	199	116	267	185	253	222	394	294
20,46	199	116	267	185	253	222	394	294
20,47	199	116	267	185	273	222	394	294
20,49	199	116	267	185	273	222	394	294
20,50	199	116	267	185	273	222	403	294
20,51	199	116	267	185	273	222	403	294
20,53	199	116	267	185	273	222	403	294
20,54	199	116	267	185	273	265	403	294
20,56	199	116	267	185	273	265	403	211
20,57	199	116	267	189	273	265	403	211
20,59	199	116	267	189	375	265	403	211
20,60	199	113	267	189	375	265	418	211
20,62	199	113	267	189	375	265	418	211
20,63	199	113	267	189	375	265	418	211
20,65	199	113	267	189	375	265	418	211
20,66	199	113	267	189	375	333	418	211
20,68	199	113	267	189	375	333	418	94
20,69	199	113	267	247	375	333	418	94
20,71	199	113	267	247	406	333	371	94
20,72	199	105	267	247	406	333	371	94
20,74	199	105	267	247	406	333	371	94
20,75	199	105	268	247	406	333	371	94
20,76	199	105	268	247	406	386	371	94
20,78	199	105	268	247	406	386	371	94
20,79	199	105	268	247	406	386	371	94
20,81	199	105	268	247	385	386	371	92
20,82	199	105	268	275	385	386	337	92
20,84	199	105	268	275	385	386	337	92
20,85	199	107	268	275	385	386	337	92
20,87	199	107	268	275	385	386	337	92
20,88	199	107	268	275	385	379	337	92
20,90	199	107	268	275	385	379	337	92
20,91	199	107	268	275	385	379	337	92
20,93	199	107	268	275	410	379	392	92
20,94	199	107	268	249	410	379	392	92
20,96	199	107	268	249	410	379	392	92
20,97	199	106	268	249	410	379	392	92
20,99	199	106	267	249	410	379	392	92
21,00	199	106	267	249	410	320	392	92
21,01	199	106	267	249	410	320	392	92
21,03	199	106	267	249	410	320	432	92
21,04	199	106	267	249	364	320	432	92
21,06	199	106	267	188	364	320	432	206
21,07	199	106	267	188	364	320	432	206
21,09	199	106	267	188	364	320	432	206
21,10	199	116	267	188	364	244	432	206
21,12	199	116	267	188	364	244	432	206
21,13	199	116	267	188	364	244	438	206
21,14	199	116	267	188	223	244	438	206
21,16	199	116	267	188	223	244	438	206
21,17	199	116	267	190	223	244	438	339
21,19	199	116	267	190	223	244	438	339
21,20	199	116	267	190	223	244	438	339
21,22	199	116	267	190	223	217	438	339
21,23	199	116	267	190	223	217	445	339
21,25	199	116	267	190	223	217	445	339
21,26	199	116	267	190	191	217	445	339
21,28	199	116	267	190	191	217	445	339
21,29	199	116	267	204	191	217	445	339
21,30	199	116	267	204	191	217	445	354
21,32	199	116	267	204	191	211	445	354
21,33	199	116	267	204	191	211	452	354
21,35	199	116	267	204	191	211	452	354
21,36	199	116	267	204	191	211	452	354
21,38	199	116	267	204	174	211	452	354
21,39	199	116	267	204	174	211	452	354
21,41	199	116	267	215	174	211	452	354
21,42	199	116	267	215	174	211	452	327
21,43	199	116	267	215	174	179	467	327
21,45	199	116	267	215	174	179	467	327
21,46	199	116	267	215	174	179	467	327
21,48	199	116	267	215	174	179	467	327
21,49	199	116	267	215	167	179	467	327
21,51	199	116	267	215	167	179	467	327
21,52	199	116	267	215	167	179	467	327
21,54	199	116	267	215	167	179	467	153
21,55	199	116	267	215	167	99	313	153
21,57	199	116	267	215	167	99	313	153
21,58	199	116	267	215	167	99	313	153
21,59	199	116	267	215	164	99	313	153
21,61	199	116	267	215	164	99	313	153
21,62	199	116	267	215	164	99	313	153
21,64	199	116	267	215	164	99	313	153
21,65	199	116	267	215	164	94	246	153
21,67	199	116	267	215	164	94	246	96
21,68	199	116	267	215	164	94	246	96
21,70	199	116	267	215	164	94	246	96
21,71	199	116	267	215	164	94	246	96
21,72	199	116	267	215	164	94	246	96
21,74	199	116	267	215	164	94	246	96
