Time	S1_A	S1_B	S2_A	S2_B	S3_A	S3_B	S4_A	S4_B
10,63	208	137	267	233	175	102	280	105
10,65	208	137	267	233	175	102	280	105
10,66	208	137	267	233	175	102	280	105
10,68	208	137	267	233	175	102	280	105
10,69	208	137	267	233	175	102	280	105
10,71	208	137	267	233	175	102	280	105
10,72	208	137	267	233	175	102	280	105
10,74	208	137	267	233	175	102	280	105
10,75	208	137	267	233	175	102	280	105
10,76	208	137	267	233	175	102	280	105
10,78	208	137	267	233	175	102	280	105
10,79	208	137	267	233	175	102	280	105
10,81	208	137	267	233	175	102	280	105
10,82	208	137	267	233	175	102	280	105
10,84	208	137	267	233	175	102	280	105
10,85	208	137	267	233	175	102	280	105
10,87	208	137	267	233	175	102	280	105
10,88	208	137	267	233	175	102	280	105
10,90	208	137	267	233	175	102	280	105
10,91	208	137	266	233	175	102	280	105
10,93	208	137	266	233	175	102	280	105
10,94	208	137	266	233	175	102	280	105
10,96	208	137	266	233	175	102	280	105
10,97	208	137	266	233	175	102	280	105
10,99	208	137	266	233	175	102	280	105
11,00	208	137	266	233	175	102	280	105
11,01	208	137	266	233	175	102	280	105
11,03	208	137	266	233	175	102	280	105
11,04	208	137	266	233	175	102	280	105
11,06	208	137	266	233	175	102	280	105
11,07	208	137	266	233	175	102	280	105
11,09	208	137	266	233	175	102	280	105
11,10	208	137	266	233	175	102	280	105
11,12	207	137	266	233	175	102	280	105
11,13	207	137	266	233	175	102	280	105
11,14	207	137	266	233	175	102	280	105
11,16	207	137	266	233	175	102	280	105
11,17	207	137	266	233	175	102	280	105
11,19	207	137	266	233	175	102	280	105
11,20	207	137	266	233	175	102	280	105
11,22	207	137	266	233	175	102	280	105
11,23	207	137	266	233	175	102	280	105
11,25	207	137	266	233	175	102	280	105
11,26	207	137	266	233	175	102	280	105
11,28	207	137	266	233	175	102	280	105
11,29	207	137	266	233	175	102	280	105
11,30	207	137	266	233	175	102	280	105
11,32	207	137	266	233	175	102	280	105
11,33	207	137	266	233	175	102	280	105
11,35	207	137	266	233	175	102	280	105
11,36	207	137	266	233	175	102	280	105
11,38	207	137	266	233	175	102	280	105
11,39	207	137	266	232	175	102	280	105
11,41	207	137	266	232	175	102	280	105
11,42	207	137	266	232	175	102	280	105
11,43	207	137	266	232	175	102	280	105
11,45	207	137	266	232	175	102	280	105
11,46	207	137	266	232	175	102	280	105
11,48	207	137	266	232	175	102	280	105
11,49	207	137	266	232	174	102	280	105
11,51	207	137	266	232	174	102	280	105
11,52	207	137	266	232	174	102	280	105
11,54	207	137	266	232	174	102	280	105
11,55	207	137	266	232	174	102	280	105
11,57	207	137	266	232	174	102	280	105
11,58	207	137	266	232	174	102	280	105
11,59	207	137	266	232	174	102	280	105
11,61	207	137	266	232	174	102	280	105
11,62	207	137	266	232	174	102	280	105
11,64	207	137	266	232	174	102	280	105
11,65	207	137	266	232	174	102	280	105
11,67	207	137	266	232	174	102	280	105
11,68	207	137	266	232	174	102	280	105
11,70	207	137	266	232	174	102	280	105
11,71	207	137	266	232	174	102	280	105
11,72	207	137	266	232	174	102	280	105
11,74	207	137	266	231	174	102	280	105
11,75	207	137	266	231	174	102	280	105
11,77	207	137	266	231	174	102	280	105
11,78	207	137	266	231	174	102	280	105
11,80	207	137	266	231	174	102	280	105
11,81	207	137	266	231	174	102	280	105
11,83	207	137	266	231	174	102	280	105
11,84	207	137	266	231	174	102	280	105
11,86	207	137	266	231	174	102	280	105
11,87	207	137	266	231	174	102	280	105
11,88	207	137	266	231	174	102	280	105
11,90	207	137	266	231	174	102	280	105
11,91	207	137	266	231	174	102	280	105
11,93	207	137	266	231	174	102	280	105
11,94	207	137	266	231	174	102	280	105
11,96	207	137	266	231	174	102	280	105
11,97	207	137	266	231	174	102	280	105
11,99	207	137	266	231	174	102	280	105
12,00	207	137	266	231	174	102	280	105
12,01	207	137	266	231	174	102	280	105
12,03	207	137	266	231	174	102	280	105
12,04	207	137	266	231	174	102	280	105
12,06	207	137	266	231	174	102	280	105
12,07	207	137	266	231	174	102	280	105
12,09	207	137	266	232	174	102	280	105
12,10	208	137	266	232	174	102	280	105
12,12	208	137	266	232	174	102	280	105
12,13	208	137	266	232	174	102	280	105
12,15	208	137	266	232	174	102	280	105
12,16	208	137	266	232	174	102	280	105
12,18	208	137	266	232	175	102	280	105
12,19	208	137	266	232	175	102	280	105
12,21	208	137	267	232	175	102	280	105
12,22	208	137	267	232	175	102	280	105
12,24	208	137	267	232	175	102	280	105
12,25	208	137	267	232	175	102	280	105
12,26	208	137	267	232	175	102	280	105
12,28	208	137	267	232	175	102	280	105
12,29	208	137	267	232	175	102	280	105
12,31	208	137	267	232	175	102	280	105
12,32	208	137	267	232	175	102	280	105
12,34	208	137	267	232	175	102	280	105
12,35	208	137	267	232	175	102	280	105
12,37	208	137	267	232	175	102	280	105
12,38	208	137	267	232	175	102	280	105
12,40	208	137	267	232	174	102	280	105
12,41	208	137	267	232	174	102	280	105
12,43	208	137	267	232	174	102	280	105
12,44	208	137	267	232	174	102	280	105
12,46	208	137	267	232	174	102	280	105
12,47	208	137	267	232	174	102	280	105
12,49	208	137	267	232	174	102	280	105
12,50	208	137	267	232	174	102	280	105
12,51	208	137	267	232	174	102	280	105
12,53	208	137	267	232	174	102	280	105
12,54	208	137	267	232	174	102	280	105
12,56	208	137	267	232	174	102	280	105
12,57	208	137	266	232	174	102	280	105
12,59	208	137	266	232	174	102	280	105
12,60	208	137	266	232	174	102	280	105
12,62	208	137	266	232	174	102	280	105
12,63	208	137	266	232	175	102	280	105
12,65	208	137	266	232	175	102	280	105
12,66	208	137	266	232	175	102	280	105
12,68	208	137	266	232	175	102	280	105
12,69	208	137	266	231	175	102	280	105
12,71	208	137	266	231	175	102	280	105
12,72	208	137	266	231	175	102	280	105
12,74	208	137	266	231	174	102	280	105
12,75	208	137	266	231	174	102	280	105
12,76	208	137	266	231	174	102	280	105
12,78	208	137	266	231	174	102	280	105
12,79	208	137	266	231	174	102	280	105
12,81	208	137	267	230	174	102	280	105
12,82	208	137	267	230	174	102	280	105
12,84	208	137	267	230	174	102	280	105
12,85	208	137	267	230	174	102	280	105
12,87	208	137	267	230	174	102	280	105
12,88	208	137	267	230	174	102	279	105
12,90	208	137	267	230	174	102	279	105
12,91	208	137	267	230	174	102	279	105
12,93	208	137	266	229	174	102	279	105
12,94	208	137	266	229	174	102	279	105
12,96	208	137	266	229	174	102	279	105
12,97	208	137	266	229	174	102	279	105
12,99	208	137	266	229	174	102	278	105
13,00	208	137	266	229	174	102	278	105
13,01	208	137	266	229	174	102	278	105
13,03	208	137	266	229	174	102	278	105
13,04	208	137	266	230	174	102	278	105
13,06	208	137	266	230	174	102	278	105
13,07	208	137	266	230	175	102	278	105
13,09	208	137	266	230	175	102	277	105
13,10	208	137	266	230	175	102	277	105
13,12	208	137	266	230	175	102	277	105
13,13	208	137	266	230	175	102	277	105
13,15	208	137	266	230	175	102	277	105
13,16	208	137	266	230	175	102	277	105
13,18	208	137	266	230	175	102	277	105
13,19	208	137	266	230	174	102	277	105
13,21	208	137	266	230	174	102	277	105
13,22	208	137	266	230	174	102	277	105
13,24	208	137	266	230	174	102	277	105
13,25	208	137	266	230	174	102	277	105
13,26	208	137	266	230	174	102	277	105
13,28	208	137	267	230	174	102	277	105
13,29	208	137	267	231	174	102	277	105
13,31	208	137	267	231	175	102	277	105
13,32	208	137	267	231	175	102	277	105
13,34	208	137	267	231	175	102	277	105
13,35	208	137	267	231	175	102	277	105
13,37	208	137	267	231	175	102	277	105
13,38	208	137	267	231	175	102	277	105
13,40	208	137	267	231	175	102	277	105
13,41	208	137	267	231	175	102	277	105
13,43	208	137	267	231	175	102	277	105
13,44	208	137	267	231	175	102	277	105
13,46	208	137	267	231	175	102	277	105
13,47	208	137	267	231	175	102	277	105
13,49	208	137	267	231	175	102	277	105
13,50	208	137	267	231	175	102	277	105
13,51	208	137	267	231	175	102	277	105
13,53	208	137	267	229	175	102	277	105
13,54	208	137	267	229	175	102	277	105
13,56	208	137	267	229	175	102	277	105
13,57	208	137	267	229	175	102	277	105
13,59	208	137	267	229	175	102	277	105
13,60	208	137	267	229	175	102	277	105
13,62	208	137	267	229	175	102	278	105
13,63	208	137	267	229	175	102	278	105
13,65	208	137	266	227	175	102	278	105
13,66	208	137	266	227	175	102	278	105
13,68	208	137	266	227	175	102	278	105
13,69	208	136	266	227	175	102	278	105
13,71	208	136	266	227	175	102	278	105
13,72	208	136	266	227	175	102	280	105
13,74	208	136	266	227	175	102	280	105
13,75	208	136	266	227	175	102	280	105
13,76	208	136	266	227	175	102	280	105
13,78	208	136	266	227	175	102	280	105
13,79	208	136	266	227	175	102	280	105
13,81	208	136	266	227	175	102	280	105
13,82	208	137	266	227	175	102	280	105
13,84	208	137	266	227	175	102	280	105
13,85	208	137	266	227	175	102	280	105
13,87	208	137	266	227	175	102	280	105
13,88	208	137	267	230	175	102	280	105
13,90	208	137	267	230	175	102	280	105
13,91	208	137	267	230	175	102	280	105
13,93	208	137	267	230	175	102	280	105
13,94	208	137	267	230	175	102	280	105
13,96	208	137	267	230	175	102	280	105
13,97	208	137	267	230	175	102	280	105
13,99	208	137	267	230	175	102	280	105
14,00	208	137	267	231	175	102	280	105
14,01	208	137	267	231	175	102	280	105
14,03	208	137	267	231	175	102	280	105
14,04	208	137	267	231	175	102	280	105
14,06	208	137	267	231	175	102	280	105
14,07	208	137	267	231	175	102	280	105
14,09	208	137	267	231	175	102	280	105
14,10	208	137	267	231	175	102	280	105
14,12	208	137	267	231	175	102	280	105
14,13	208	137	267	231	175	102	281	105
14,15	208	137	267	231	175	102	281	105
14,16	208	137	267	231	175	102	281	105
14,18	208	137	267	231	175	102	281	105
14,19	208	137	267	231	175	102	281	105
14,21	208	137	267	231	175	102	281	105
14,22	208	137	267	231	175	102	281	105
14,24	208	137	267	231	175	102	280	105
14,25	208	137	267	231	175	102	280	105
14,26	208	137	267	231	175	102	280	105
14,28	208	137	267	231	175	102	280	105
14,29	208	137	267	231	175	102	280	105
14,31	208	137	267	231	175	102	280	105
14,32	208	137	267	231	175	102	280	105
14,34	208	137	267	231	175	102	280	105
14,35	208	137	267	231	175	102	280	105
14,37	208	137	267	231	175	102	280	105
14,38	208	137	267	231	175	102	280	105
14,40	208	137	267	231	175	102	280	105
14,41	208	137	267	231	175	102	280	105
14,43	208	137	267	231	175	102	280	105
14,44	208	137	267	231	175	102	280	105
14,46	208	137	267	231	175	102	281	105
14,47	208	137	267	231	175	102	281	105
14,49	208	137	267	231	175	102	281	105
14,50	208	137	267	231	175	102	281	105
14,51	208	137	267	231	175	102	281	105
14,53	208	137	267	231	175	102	281	105
14,54	208	137	267	231	175	102	281	105
14,56	208	137	267	231	175	102	281	105
14,57	208	137	267	231	175	102	281	105
14,59	208	137	267	231	175	102	281	105
14,60	208	137	267	232	175	102	281	105
14,62	208	137	267	232	175	102	281	105
14,63	208	137	267	232	175	102	281	105
14,65	208	137	267	232	175	102	281	105
14,66	208	137	267	232	175	102	281	105
14,68	208	137	267	232	175	102	281	105
14,69	208	137	267	232	175	102	281	105
14,71	208	137	267	232	175	102	281	105
14,72	208	137	267	232	175	102	281	105
14,74	208	137	267	232	175	102	281	105
14,75	208	137	267	232	175	102	281	105
14,76	208	137	267	232	175	102	281	105
14,78	208	137	267	232	175	102	281	105
14,79	208	137	267	232	175	102	281	105
14,81	208	137	267	232	175	102	281	105
14,82	208	137	267	232	175	102	281	105
14,84	208	137	267	232	175	102	281	105
14,85	208	137	267	232	175	102	281	105
14,87	208	137	267	232	175	102	281	105
14,88	208	137	267	232	175	102	281	105
14,90	208	137	267	232	175	102	281	105
14,91	208	137	267	232	175	102	281	105
14,93	208	137	267	232	175	102	281	105
14,94	208	137	267	232	175	102	281	105
14,96	208	137	267	232	175	102	281	105
14,97	208	137	267	232	175	102	281	105
14,99	208	137	267	232	175	102	281	105
15,00	208	137	267	232	175	102	281	105
15,01	208	137	267	232	175	102	281	105
15,03	208	137	267	232	175	102	281	105
15,04	208	137	267	232	175	102	281	105
15,06	208	137	267	232	175	102	281	105
15,07	208	137	267	232	175	102	281	105
15,09	208	137	267	232	175	102	281	105
15,10	208	137	267	232	175	102	281	105
15,12	208	137	267	232	175	102	281	105
15,13	208	137	267	232	175	102	281	105
15,15	208	137	267	232	175	102	281	105
15,16	208	137	267	232	175	102	281	105
15,18	208	137	267	232	175	102	281	105
15,19	208	137	267	231	175	102	281	105
15,21	208	137	267	231	175	102	281	105
15,22	208	137	267	231	175	102	281	105
15,24	208	137	267	231	175	102	281	105
15,25	208	137	267	231	175	102	281	105
15,26	208	137	267	231	175	102	281	105
15,28	208	137	267	231	175	102	281	105
15,29	208	137	267	231	175	102	281	105
15,31	208	137	267	231	175	102	281	105
15,32	208	137	267	231	175	102	281	105
15,34	208	137	267	231	175	102	281	105
15,35	208	137	267	231	175	102	281	105
15,37	208	137	267	231	175	102	281	105
15,38	208	137	267	231	175	102	281	105
15,40	208	137	267	231	175	102	281	105
15,41	208	137	267	231	175	102	281	105
15,43	208	137	267	231	175	102	281	105
15,44	208	137	267	230	175	102	281	105
15,46	208	137	267	230	175	102	281	105
15,47	208	137	267	230	175	102	281	105
15,49	208	137	267	230	175	102	281	105
15,50	208	137	267	230	175	102	281	105
15,51	208	137	267	230	175	102	281	105
15,53	208	137	267	230	175	102	281	105
15,54	208	137	267	230	175	102	281	105
15,56	208	137	267	230	175	102	281	105
15,57	208	137	267	230	175	102	281	105
15,59	208	137	267	230	175	102	281	105
15,60	208	137	267	230	175	102	281	105
15,62	208	137	267	230	175	102	281	105
15,63	208	137	267	230	175	102	281	105
15,65	208	137	267	230	175	102	281	105
15,66	208	137	267	230	175	102	281	105
15,68	208	137	267	231	175	102	281	105
15,69	208	137	267	231	175	102	281	105
15,71	208	137	267	231	175	102	281	105
15,72	208	137	267	231	175	102	281	105
15,74	208	137	267	231	175	102	281	105
15,75	208	137	267	231	175	102	281	105
15,76	208	137	267	231	175	102	281	105
15,78	208	137	267	231	175	102	281	105
15,79	208	137	267	231	175	102	281	105
15,81	208	137	267	231	175	102	281	105
15,82	208	137	267	231	175	102	281	105
15,84	208	137	267	231	175	102	281	105
15,85	208	137	267	231	175	102	281	105
15,87	208	137	267	231	175	102	281	105
15,88	208	137	267	231	175	102	281	105
15,90	208	137	267	231	175	102	281	105
15,91	208	137	267	231	175	102	281	105
15,93	208	137	267	231	175	102	281	105
15,94	208	137	267	231	175	102	281	105
15,96	208	137	267	231	175	102	281	105
15,97	208	137	267	231	175	102	281	105
15,99	208	137	267	231	175	102	281	105
16,00	208	137	267	231	175	102	281	105
16,01	208	137	267	231	175	102	281	105
16,03	208	137	267	231	175	102	281	105
16,04	208	137	267	231	175	102	281	105
16,06	208	137	267	231	175	102	281	105
16,07	208	137	267	231	175	102	281	105
16,09	208	137	267	231	175	102	281	105
16,10	208	137	267	231	175	102	281	105
16,12	208	137	267	231	175	102	281	105
16,13	208	137	267	231	175	102	281	105
16,15	208	137	267	231	175	102	281	105
16,16	208	137	267	231	175	102	281	105
16,18	208	137	267	231	175	102	281	105
16,19	208	137	267	231	175	102	281	105
16,21	208	137	267	231	175	102	281	105
16,22	208	137	267	231	175	102	281	105
16,24	208	137	267	231	175	102	281	105
16,25	208	137	267	231	175	102	281	105
16,26	208	137	267	231	175	102	281	105
16,28	208	137	267	231	175	102	281	105
16,29	208	137	267	231	175	102	281	105
16,31	208	137	267	231	175	102	281	105
16,32	208	137	267	231	175	102	281	105
16,34	208	137	267	231	175	102	281	105
16,35	208	137	267	231	175	102	281	105
16,37	208	137	267	231	175	102	281	105
16,38	208	137	267	231	175	102	281	105
16,40	208	137	267	231	175	102	281	105
16,41	208	137	267	231	175	102	281	105
16,43	208	137	267	231	175	102	281	105
16,44	208	137	267	231	175	102	281	105
16,46	208	137	267	231	175	102	281	105
16,47	208	137	267	231	175	102	281	105
16,49	208	137	267	231	175	102	281	105
16,50	208	137	267	231	175	102	281	105
16,51	208	137	267	231	175	102	281	105
16,53	208	137	267	231	175	102	281	105
16,54	208	137	267	231	175	102	281	105
16,56	208	137	267	231	175	102	281	105
16,57	208	137	267	231	175	102	281	105
16,59	208	137	267	231	175	102	281	105
16,60	208	137	267	231	175	102	281	105
16,62	208	137	267	231	175	102	281	105
16,63	208	137	267	231	175	102	281	105
16,65	208	137	267	231	175	102	281	105
16,66	208	137	267	231	175	102	281	105
16,68	208	137	267	231	175	102	281	105
16,69	208	137	267	231	175	102	281	105
16,71	208	137	267	231	175	102	281	105
16,72	208	137	267	231	175	102	281	105
16,74	208	137	267	231	175	102	281	105
16,75	208	137	267	231	175	102	281	105
16,76	208	137	267	231	175	102	281	105
16,78	208	137	267	231	175	102	281	105
16,79	208	137	267	231	175	102	281	105
16,81	208	137	267	231	175	102	281	105
16,82	208	137	267	231	175	102	281	105
16,84	208	137	267	231	175	102	281	105
16,85	208	137	267	231	175	102	281	105
16,87	208	137	267	231	175	102	281	105
16,88	208	137	267	231	175	102	281	105
16,90	208	137	267	231	175	102	281	105
16,91	208	137	267	231	175	102	281	105
16,93	208	137	267	231	175	102	281	105
16,94	208	137	267	231	175	102	281	105
16,96	208	137	267	231	175	102	281	105
16,97	208	137	267	231	175	102	280	105
16,99	208	137	267	230	175	102	280	105
17,00	208	137	267	230	175	102	280	105
17,01	208	137	267	230	175	102	280	105
17,03	208	137	267	230	175	102	280	105
17,04	208	137	267	230	175	102	280	105
17,06	208	137	267	230	174	102	280	105
17,07	208	137	267	230	174	102	279	105
17,09	208	137	267	230	174	102	279	105
17,10	208	137	267	227	174	102	279	105
17,12	208	137	267	227	174	102	279	105
17,13	208	137	267	227	174	102	279	105
17,15	208	137	267	227	174	102	279	93
17,16	208	130	267	227	173	102	279	93
17,18	208	130	267	227	173	65	277	93
17,19	208	130	267	227	173	65	277	93
17,21	208	130	267	227	173	65	277	93
17,22	208	130	266	223	173	65	277	93
17,24	208	130	266	223	173	65	277	93
17,25	208	130	266	223	173	65	277	93
17,26	208	130	266	223	173	65	277	51
17,28	208	130	266	223	173	65	276	51
17,29	208	136	266	223	173	79	276	51
17,31	208	136	266	223	173	79	276	51
17,32	208	136	266	223	173	79	276	51
17,34	208	136	266	229	173	79	276	51
17,35	208	136	266	229	173	79	276	51
17,37	208	136	266	229	173	79	276	51
17,38	208	136	266	229	173	79	274	51
17,40	208	136	266	229	173	72	274	46
17,41	208	139	266	229	173	72	274	46
17,43	208	139	266	229	173	72	274	46
17,44	208	139	266	229	173	72	274	46
17,46	208	139	266	229	173	72	274	46
17,47	208	139	266	231	173	72	274	46
17,49	208	139	266	231	173	72	233	46
17,50	208	139	266	231	167	72	233	46
17,51	208	139	266	231	167	50	233	56
17,53	208	139	266	231	167	50	233	56
17,54	208	138	266	231	167	50	233	56
17,56	207	138	266	231	167	50	233	56
17,57	207	138	265	231	167	50	233	56
17,59	207	138	265	200	167	50	98	56
17,60	207	138	265	200	167	50	98	56
17,62	207	138	265	200	77	74	98	56
17,63	207	138	265	200	77	74	98	56
17,65	207	138	265	200	77	74	98	100
17,66	207	95	265	200	77	74	98	100
17,68	203	95	265	200	77	74	98	100
17,69	203	95	175	200	77	74	98	100
17,71	203	95	175	122	77	74	202	100
17,72	203	95	175	122	77	74	202	100
17,74	203	95	175	122	145	101	202	100
17,75	203	95	175	122	145	101	202	100
17,76	203	95	175	122	145	101	202	105
17,78	203	95	175	122	145	101	202	105
17,79	203	83	175	122	145	101	202	105
17,81	113	83	216	122	145	101	268	105
17,82	113	83	216	225	145	101	268	105
17,84	113	83	216	225	174	102	268	105
17,85	113	83	216	225	174	102	268	105
17,87	113	83	216	225	174	102	268	105
17,88	113	83	216	225	174	102	268	105
17,90	113	83	216	225	174	102	268	105
17,91	113	137	216	225	174	102	277	105
17,93	195	137	216	225	174	102	277	105
17,94	195	137	266	233	174	102	277	105
17,96	195	137	266	233	175	102	277	105
17,97	195	137	266	233	175	102	277	105
17,99	195	137	266	233	175	102	277	105
18,00	195	137	266	233	175	102	277	105
18,01	195	137	266	233	175	102	278	106
18,03	195	137	266	233	175	102	278	106
18,04	195	141	266	233	175	102	278	106
18,06	208	141	267	233	175	102	278	106
18,07	208	141	267	233	175	102	278	106
18,09	208	141	267	233	175	102	278	106
18,10	208	141	267	233	175	102	278	106
18,12	208	141	267	233	175	102	278	106
18,13	208	141	267	233	175	102	278	106
18,14	208	141	267	233	175	102	278	106
18,16	208	141	267	233	175	102	278	106
18,17	208	141	267	233	175	102	278	106
18,19	208	141	267	233	175	102	278	106
18,20	208	141	267	233	175	102	278	106
18,22	208	141	267	233	175	102	278	106
18,23	208	141	267	233	175	102	278	106
18,25	208	141	267	233	175	102	278	106
18,26	208	141	267	233	175	102	278	106
18,28	208	141	267	233	175	102	278	106
18,29	208	141	267	233	175	102	278	106
18,30	208	141	267	233	175	102	278	106
18,32	208	141	267	233	175	102	279	106
18,33	208	141	267	233	175	102	279	106
18,35	208	141	267	233	175	102	279	106
18,36	208	141	267	233	175	102	279	106
18,38	208	141	267	233	175	102	279	106
18,39	208	141	267	233	175	102	279	106
18,41	208	141	267	233	175	102	279	106
18,42	208	141	267	233	175	102	278	106
18,43	208	141	267	233	175	102	278	106
18,45	208	141	267	233	175	102	278	106
18,46	208	141	267	233	175	102	278	106
18,48	208	141	267	233	175	102	278	106
18,49	208	141	267	233	175	102	278	106
18,51	208	141	267	233	175	102	278	106
18,52	208	142	267	233	176	102	278	106
18,54	208	142	267	233	176	102	278	106
18,55	208	142	267	233	176	102	278	106
18,57	208	142	267	233	176	102	278	106
18,58	208	142	267	233	176	102	278	106
18,59	208	142	267	233	176	102	278	106
18,61	208	142	267	233	176	102	278	106
18,62	208	142	267	233	175	102	278	106
18,64	208	142	267	233	175	102	278	106
18,65	208	141	267	233	175	102	278	106
18,67	208	141	267	233	175	102	278	106
18,68	208	141	267	233	175	102	278	106
18,70	208	141	267	233	175	102	278	106
18,71	208	141	267	233	175	102	278	106
18,72	208	141	267	233	175	102	278	106
18,74	208	141	267	233	175	102	278	106
18,75	208	141	267	233	175	102	278	106
18,77	208	140	267	233	175	102	278	106
18,78	208	140	267	233	175	102	278	106
18,80	208	140	267	233	175	102	278	106
18,81	208	140	267	233	175	102	278	106
18,83	208	140	267	233	175	102	278	106
18,84	208	140	267	233	175	102	277	106
18,86	208	140	267	233	175	102	277	106
18,87	208	140	267	233	175	102	277	106
18,88	208	140	267	232	175	102	277	106
18,90	208	138	267	232	175	102	277	106
18,91	208	138	267	232	175	102	277	106
18,93	208	138	267	232	175	102	277	106
18,94	208	138	267	232	175	102	277	106
18,96	208	138	267	232	175	102	277	106
18,97	208	138	267	232	175	102	277	106
18,99	208	138	267	232	175	102	277	106
19,00	208	138	267	232	175	102	277	106
19,01	208	138	267	232	175	102	277	106
19,03	208	138	267	232	175	102	277	106
19,04	208	138	267	232	175	102	277	106
19,06	208	138	267	232	175	102	277	106
19,07	208	138	267	232	175	102	277	106
19,09	208	138	267	232	175	102	277	106
19,10	208	138	267	232	175	102	277	106
19,12	208	138	267	232	175	102	277	106
19,13	208	138	267	232	175	102	277	106
19,15	208	138	267	232	175	102	277	106
19,16	208	138	267	232	175	102	277	106
19,18	208	138	267	232	175	102	277	106
19,19	208	138	267	232	175	102	277	106
19,21	208	138	267	232	175	102	277	106
19,22	208	138	267	232	175	102	277	106
19,24	208	138	267	232	175	102	277	106
19,25	208	138	267	232	175	102	277	106
19,26	208	139	267	232	175	102	277	106
19,28	208	139	267	232	175	102	277	106
19,29	208	139	267	232	175	102	277	106
19,31	208	139	267	232	175	102	277	106
19,32	208	139	267	232	175	102	277	106
19,34	208	139	267	232	175	102	277	106
19,35	208	139	267	232	175	102	277	106
19,37	208	139	267	233	175	102	277	106
19,38	208	139	267	233	175	102	277	105
19,40	208	139	267	233	175	102	277	105
19,41	208	139	267	233	175	102	277	105
19,43	208	139	267	233	175	102	277	105
19,44	208	139	267	233	175	102	277	105
19,46	208	139	267	233	175	102	277	105
19,47	208	139	267	233	175	102	277	105
19,49	208	139	267	233	175	102	277	105
19,50	208	139	267	233	175	102	277	106
19,51	208	139	267	233	175	102	277	106
19,53	208	139	267	233	175	102	277	106
19,54	208	139	267	233	175	102	277	106
19,56	208	139	267	233	175	102	277	106
19,57	208	139	267	233	175	102	277	106
19,59	208	139	267	233	175	102	277	106
19,60	208	139	267	233	175	102	277	106
19,62	208	139	267	233	175	102	277	106
19,63	208	139	267	233	175	102	277	106
19,65	208	139	267	233	175	102	277	106
19,66	208	139	267	233	175	102	277	106
19,68	208	139	267	233	175	102	277	106
19,69	208	139	267	233	175	102	277	106
19,71	208	139	267	233	175	102	277	106
19,72	208	139	267	233	175	102	277	106
19,74	208	139	267	233	175	102	277	106
19,75	208	139	267	233	175	102	277	106
19,76	208	139	267	233	175	102	277	106
19,78	208	139	267	233	175	102	277	106
19,79	208	139	267	233	175	102	277	106
19,81	208	139	267	233	175	102	277	106
19,82	208	139	267	233	175	102	277	106
19,84	208	139	267	233	175	102	277	106
19,85	208	139	267	233	175	102	277	106
19,87	208	139	267	233	175	102	277	106
19,88	208	139	267	233	175	102	277	106
19,90	208	139	267	233	175	102	277	106
19,91	208	139	267	233	175	102	277	106
19,93	208	139	267	233	175	102	277	106
19,94	208	139	267	233	175	102	277	106
19,96	208	139	267	233	175	102	277	106
19,97	208	139	267	233	175	102	277	106
19,99	208	139	267	233	175	102	277	106
20,00	208	139	267	233	175	102	277	106
20,01	208	139	267	233	175	102	277	106
20,03	208	139	267	233	175	102	277	106
20,04	208	139	267	233	175	102	277	106
20,06	208	139	267	233	175	102	277	106
20,07	208	139	267	233	175	102	277	106
20,09	208	139	267	233	175	102	277	106
20,10	208	139	267	233	175	102	277	106
20,12	208	139	267	233	175	102	277	106
20,13	208	139	267	233	175	102	277	106
20,15	208	139	267	233	175	102	277	106
20,16	208	139	267	233	175	102	277	106
20,18	208	139	267	233	175	102	277	106
20,19	208	139	267	233	175	102	277	106
20,21	208	139	267	232	175	102	277	106
20,22	208	139	267	232	175	102	277	106
20,24	208	139	267	232	175	102	277	106
20,25	208	139	267	232	175	102	277	106
20,26	208	139	267	232	175	102	277	106
20,28	208	139	267	232	175	102	277	106
20,29	208	139	267	232	175	102	277	106
20,31	208	139	267	232	175	102	277	106
20,32	208	139	267	232	175	102	277	106
20,34	208	139	267	232	175	102	277	106
20,35	208	139	267	232	175	102	277	106
20,37	208	139	267	232	175	102	277	106
20,38	208	139	267	232	175	102	277	106
20,40	208	139	267	232	175	102	277	106
20,41	208	139	267	232	175	102	277	106
20,43	208	139	267	232	175	102	277	106
20,44	208	139	267	232	175	102	277	106
20,46	208	139	267	232	175	102	277	106
20,47	208	139	267	232	175	102	277	106
20,49	208	139	267	232	175	102	277	106
20,50	208	139	267	232	175	102	277	106
20,51	208	139	267	232	175	102	277	106
20,53	208	139	267	232	175	102	277	106
20,54	208	139	267	232	175	102	277	106
20,56	208	139	267	232	175	102	277	106
20,57	208	139	267	232	175	102	277	106
20,59	208	139	267	232	175	102	277	106
20,60	208	139	267	232	175	102	277	106
20,62	208	139	267	232	175	102	277	106
20,63	208	139	267	232	175	102	277	106
20,65	208	139	267	232	175	102	277	106
20,66	208	139	267	232	175	102	277	106
20,68	208	139	267	232	175	102	277	106
20,69	208	139	267	232	175	102	277	106
20,71	208	139	267	232	175	102	277	106
20,72	208	139	267	232	175	102	277	106
20,74	208	139	267	232	175	102	277	106
20,75	208	139	267	232	175	102	277	106
20,76	208	139	267	232	175	102	277	106
20,78	208	139	267	232	175	102	277	106
20,79	208	139	267	232	175	102	277	106
20,81	208	139	267	232	175	102	277	106
20,82	208	139	267	232	175	102	277	106
20,84	208	139	267	232	175	102	277	106
