Time	S1_A	S1_B	S2_A	S2_B	S3_A	S3_B	S4_A	S4_B
20,85	208	139	267	232	175	102	277	106
20,87	208	139	267	232	175	102	277	106
20,88	208	139	267	232	175	102	277	106
20,90	208	139	267	232	175	102	277	106
20,91	208	139	267	232	175	102	277	106
20,93	208	139	267	232	175	102	277	106
20,94	208	139	267	232	175	102	277	106
20,96	208	139	267	232	175	102	277	106
20,97	208	139	267	232	175	102	277	106
20,99	208	139	267	232	175	102	277	106
21,00	208	139	267	232	175	102	277	106
21,01	208	139	267	232	175	102	277	106
21,03	208	139	267	232	175	102	277	106
21,04	208	139	267	232	175	102	277	106
21,06	208	139	267	232	175	102	277	106
21,07	208	139	267	232	175	102	277	106
21,09	208	139	267	232	175	102	277	106
21,10	208	139	267	232	175	102	277	106
21,12	208	138	267	232	175	102	277	106
21,13	208	138	267	232	175	102	277	106
21,15	208	138	267	232	175	102	277	106
21,16	208	138	267	232	175	102	277	106
21,18	208	138	267	232	175	102	277	106
21,19	208	138	267	232	175	102	277	106
21,21	208	138	267	232	175	102	277	106
21,22	208	138	267	232	175	102	277	106
21,24	208	138	267	232	175	102	277	106
21,25	208	138	267	232	175	102	277	105
21,26	208	138	267	232	175	102	277	105
21,28	208	138	267	232	175	102	277	105
21,29	208	138	267	232	175	102	277	105
21,31	208	138	267	232	175	102	277	105
21,32	208	138	267	232	175	102	277	105
21,34	208	138	267	232	175	102	277	105
21,35	208	138	267	232	175	102	277	105
21,37	208	138	267	232	175	102	277	105
21,38	208	138	267	232	175	102	277	105
21,40	208	138	267	232	175	102	277	105
21,41	208	138	267	232	175	102	277	105
21,43	208	138	267	232	175	102	277	105
21,44	208	138	267	232	175	102	277	105
21,46	208	138	267	232	175	102	277	105
21,47	208	138	267	232	175	102	277	105
21,49	208	138	267	232	175	102	277	105
21,50	208	138	267	232	175	102	277	106
21,51	208	138	267	231	175	102	277	106
21,53	208	138	267	231	175	102	277	106
21,54	208	138	267	231	175	102	277	106
21,56	208	138	267	231	175	102	277	106
21,57	208	138	267	231	175	102	277	106
21,59	208	138	267	231	175	102	277	106
21,60	208	138	267	231	175	102	277	106
21,62	208	138	267	231	175	102	277	106
21,63	208	138	267	231	175	102	277	106
21,65	208	138	267	231	175	102	277	106
21,66	208	138	267	231	175	102	277	106
21,68	208	138	267	231	175	102	277	106
21,69	208	138	267	231	175	102	277	106
21,71	208	138	267	231	175	102	277	106
21,72	208	138	267	231	175	102	277	106
21,74	208	138	267	231	175	102	277	106
21,75	208	137	267	231	175	102	277	106
21,76	208	137	267	231	175	102	277	106
21,78	208	137	267	231	175	102	277	106
21,79	208	137	267	231	175	102	277	106
21,81	208	137	267	231	175	102	277	106
21,82	208	137	267	231	175	102	277	106
21,84	208	137	267	231	175	102	277	106
21,85	208	137	266	231	175	102	277	106
21,87	208	137	266	231	175	102	277	105
21,88	208	137	266	231	175	102	277	105
21,90	208	137	266	231	175	102	277	105
21,91	208	137	266	231	175	102	277	105
21,93	208	137	266	231	175	102	277	105
21,94	208	137	266	231	175	102	277	105
21,96	208	137	266	231	175	102	277	105
21,97	208	137	267	231	175	102	277	105
21,99	208	137	267	231	175	102	277	105
22,00	208	137	267	231	175	102	277	105
22,01	208	137	267	231	175	102	277	105
22,03	208	137	267	231	175	102	277	105
22,04	208	137	267	231	175	102	277	105
22,06	208	137	267	231	175	102	277	105
22,07	208	137	267	231	175	102	277	105
22,09	208	137	267	231	175	102	277	105
22,10	208	137	267	231	175	102	277	105
22,12	208	137	267	231	175	102	277	106
22,13	208	137	267	231	175	102	277	106
22,15	208	137	267	231	175	102	277	106
22,16	208	137	267	231	175	102	277	106
22,18	208	137	267	231	175	102	277	106
22,19	208	137	267	231	175	102	277	106
22,21	208	137	267	231	175	102	277	106
22,22	208	137	267	231	175	102	277	106
22,24	208	137	267	231	175	102	277	106
22,25	208	137	267	231	175	102	277	106
22,26	208	137	267	231	175	102	277	106
22,28	208	137	267	231	175	102	277	106
22,29	208	137	267	231	175	102	277	106
22,31	208	137	267	231	175	102	277	106
22,32	208	137	267	231	175	102	277	106
22,34	208	137	267	231	175	102	277	106
22,35	208	137	267	231	175	102	277	106
22,37	208	137	267	231	175	102	277	106
22,38	208	137	267	231	175	102	277	106
22,40	208	137	267	231	175	102	277	106
22,41	208	137	267	231	175	102	277	106
22,43	208	137	267	231	175	102	277	106
22,44	208	137	267	231	175	102	277	106
22,46	208	137	267	231	175	102	277	106
22,47	208	137	267	231	175	102	277	106
22,49	208	137	267	231	175	102	277	106
22,50	208	137	267	231	175	102	277	106
22,51	208	137	267	231	175	102	277	106
22,53	208	137	267	231	175	102	277	106
22,54	208	137	267	231	175	102	277	106
22,56	208	137	267	231	175	102	277	106
22,57	208	137	267	231	175	102	277	106
22,59	208	137	267	231	175	102	277	106
22,60	208	137	267	231	175	102	277	106
22,62	208	137	267	231	175	102	277	106
22,63	208	137	267	231	175	102	277	106
22,65	208	137	267	231	175	102	277	106
22,66	208	137	267	231	175	102	277	106
22,68	208	137	267	231	175	102	277	106
22,69	208	137	267	231	175	102	277	106
22,71	208	137	267	231	175	102	277	106
22,72	208	137	267	231	175	102	277	106
22,74	208	137	267	231	175	102	277	106
22,75	208	137	267	231	175	102	277	106
22,76	208	137	267	231	175	102	277	106
22,78	208	137	267	231	175	102	277	106
22,79	208	137	267	231	175	102	277	106
22,81	208	137	267	231	175	102	277	106
22,82	208	137	267	231	175	102	277	106
22,84	208	137	267	231	175	102	277	106
22,85	208	137	267	231	175	102	277	106
22,87	208	137	267	231	175	102	277	106
22,88	208	137	267	231	175	102	277	106
22,90	208	137	267	231	175	102	277	106
22,91	208	137	267	231	175	102	277	106
22,93	208	137	267	231	175	102	277	106
22,94	208	137	267	231	175	102	277	106
22,96	208	137	267	231	175	102	277	106
22,97	208	137	267	231	175	102	277	106
22,99	208	137	267	231	175	102	277	106
23,00	208	137	267	231	175	102	277	106
23,01	208	137	267	231	175	102	277	106
23,03	208	137	267	231	175	102	277	106
23,04	208	137	267	231	175	102	277	106
23,06	208	137	267	231	175	102	277	106
23,07	208	137	267	231	175	102	277	106
23,09	208	137	267	231	175	102	277	106
23,10	208	137	267	231	175	102	277	106
23,12	208	137	267	231	175	102	277	106
23,13	208	137	267	231	175	102	277	106
23,15	208	137	267	231	175	102	277	106
23,16	208	137	267	231	175	102	277	106
23,18	208	137	267	231	175	102	277	106
23,19	208	137	267	231	175	102	277	106
23,21	208	137	267	231	175	102	277	106
23,22	208	137	267	231	175	102	277	106
23,24	208	137	267	231	175	102	277	106
23,25	208	137	267	231	175	102	277	106
23,26	208	137	267	231	175	102	277	106
23,28	208	137	267	231	175	102	277	106
23,29	208	137	267	231	175	102	277	106
23,31	208	137	267	231	175	102	277	106
23,32	208	137	267	231	175	102	277	106
23,34	208	137	267	231	175	102	277	106
23,35	208	137	267	231	175	102	277	106
23,37	208	137	267	231	175	102	277	106
23,38	208	137	267	231	175	102	277	106
23,40	208	137	267	231	175	102	277	106
23,41	208	137	267	231	175	102	277	106
23,43	208	137	267	231	175	102	277	106
23,44	208	137	267	231	175	102	277	106
23,46	208	137	267	231	175	102	277	106
23,47	208	137	267	231	175	102	277	106
23,49	208	137	267	231	175	102	277	106
23,50	208	137	267	231	175	102	277	106
23,51	208	137	267	231	175	102	277	106
23,53	208	137	267	231	175	102	277	106
23,54	208	137	267	231	175	102	277	106
23,56	208	137	267	231	175	102	277	106
23,57	208	137	267	231	175	102	277	106
23,59	208	137	267	231	175	102	277	106
23,60	208	137	267	231	175	102	277	106
23,62	208	137	267	231	175	102	277	106
23,63	208	137	267	231	175	102	277	106
23,65	208	137	267	231	175	102	277	106
23,66	208	137	267	231	175	102	277	106
23,68	208	137	267	231	175	102	277	106
23,69	208	137	267	231	175	102	277	106
23,71	208	137	267	231	175	102	277	106
23,72	208	137	267	231	175	102	277	106
23,74	208	137	267	231	175	102	277	106
23,75	208	137	267	231	175	102	277	106
23,76	208	137	267	231	175	102	277	106
23,78	208	137	267	230	175	102	277	106
23,79	208	137	267	230	175	102	277	106
23,81	208	137	267	230	175	102	277	106
23,82	208	137	267	230	175	102	277	106
23,84	208	137	267	230	175	102	277	106
23,85	208	137	267	230	175	102	277	106
23,87	208	137	267	230	175	102	277	106
23,88	208	137	267	230	175	102	277	106
23,90	208	137	267	230	175	102	277	106
23,91	208	137	267	230	175	102	277	106
23,93	208	137	267	230	175	102	277	106
23,94	208	137	267	230	175	102	277	106
23,96	208	137	267	230	175	102	278	106
23,97	208	137	267	230	175	102	278	106
23,99	208	137	267	230	175	102	278	106
24,00	208	137	267	230	175	102	278	106
24,01	208	137	267	229	175	102	278	106
24,03	208	137	267	229	175	102	278	106
24,04	208	137	267	229	175	102	278	106
24,06	208	137	267	229	175	102	278	106
24,07	208	137	267	229	175	102	278	106
24,09	208	137	267	229	175	102	278	106
24,10	208	137	267	229	175	102	278	106
24,12	208	137	267	229	175	102	278	106
24,13	208	137	267	229	175	102	278	106
24,15	208	137	267	229	175	102	278	106
24,16	208	137	267	229	175	102	278	106
24,18	208	137	267	229	175	102	278	106
24,19	208	137	267	229	175	102	278	106
24,21	208	137	267	229	175	102	278	106
24,22	208	137	267	229	175	102	278	106
24,24	208	137	267	229	175	102	278	105
24,25	208	137	267	229	175	102	278	105
24,26	208	137	267	229	175	102	279	105
24,28	208	137	267	229	175	102	279	105
24,29	208	137	267	229	175	102	279	105
24,31	208	137	267	229	175	102	279	105
24,32	208	137	267	229	175	102	279	105
24,34	208	137	267	229	175	102	279	105
24,35	208	137	266	229	175	102	279	105
24,37	208	137	266	229	175	102	279	106
24,38	208	137	266	229	175	102	279	106
24,40	208	137	266	229	175	102	279	106
24,41	208	137	266	229	175	102	279	106
24,43	208	137	266	229	175	102	279	106
24,44	208	137	266	229	175	102	279	106
24,46	208	137	266	229	175	102	279	106
24,47	208	137	267	229	175	102	279	106
24,49	208	137	267	230	175	102	280	105
24,50	208	137	267	230	175	102	280	105
24,51	208	137	267	230	175	102	280	105
24,53	208	137	267	230	175	102	280	105
24,54	208	137	267	230	175	102	280	105
24,56	208	137	267	230	175	102	280	105
24,57	208	137	267	230	175	102	280	105
24,59	208	137	267	230	175	102	280	105
24,60	208	137	267	229	175	102	280	105
24,62	208	137	267	229	175	102	280	105
24,63	208	137	267	229	175	102	280	105
24,65	208	137	267	229	175	102	280	105
24,66	208	137	267	229	175	102	280	105
24,68	208	137	267	229	175	102	280	105
24,69	208	137	267	229	175	102	279	105
24,71	208	137	267	229	175	102	279	105
24,72	208	137	267	229	175	102	279	105
24,74	208	137	267	229	175	102	279	105
24,75	208	137	267	229	175	102	279	105
24,76	208	137	267	229	175	102	279	105
24,78	208	137	267	229	175	102	279	105
24,79	208	137	267	229	175	102	279	105
24,81	208	137	267	229	175	102	279	105
24,82	208	137	266	229	175	102	279	105
24,84	208	137	266	229	175	102	279	105
24,85	208	137	266	228	175	102	279	105
24,87	208	137	266	228	175	102	279	105
24,88	208	137	266	228	175	102	279	105
24,90	208	137	266	228	175	102	279	105
24,91	208	137	266	228	175	102	279	105
24,93	208	137	266	228	175	102	279	105
24,94	208	137	266	228	175	102	279	105
24,96	208	137	266	228	175	102	279	105
24,97	208	137	266	226	175	102	279	105
24,99	208	137	266	226	175	102	279	105
25,00	208	137	266	226	175	102	278	105
25,01	208	137	266	226	175	102	278	105
25,03	208	137	266	226	175	102	278	105
25,04	208	137	266	226	175	102	278	105
25,06	208	137	266	226	175	102	278	105
25,07	208	137	266	226	175	102	278	105
25,09	208	136	266	226	175	102	278	105
25,10	208	136	266	226	175	102	278	105
25,12	208	136	266	226	175	102	278	105
25,13	208	136	266	226	175	102	278	105
25,15	208	136	266	226	175	102	278	105
25,16	208	136	266	226	175	102	278	105
25,18	208	136	266	226	175	102	278	105
25,19	208	136	266	226	175	102	278	105
25,21	208	135	266	226	175	102	277	105
25,22	208	135	266	226	175	102	277	105
25,24	208	135	266	226	175	102	277	105
25,25	208	135	266	226	175	102	277	105
25,26	208	135	266	226	175	102	277	105
25,28	208	135	266	226	175	102	277	105
25,29	208	135	266	226	175	102	277	105
25,31	208	135	266	226	175	102	277	105
25,32	208	135	266	226	175	102	277	105
25,34	208	135	266	226	175	102	277	105
25,35	208	135	266	226	175	102	277	105
25,37	208	135	266	226	175	102	277	106
25,38	208	135	266	226	175	102	277	106
25,40	208	135	266	226	175	102	277	106
25,41	208	135	266	226	175	102	277	106
25,43	208	135	267	226	175	102	277	106
25,44	208	135	267	227	175	102	277	106
25,46	208	135	267	227	175	102	277	106
25,47	208	135	267	227	175	102	277	106
25,49	208	135	267	227	175	102	277	106
25,50	208	135	267	227	175	102	277	106
25,51	208	135	267	227	175	102	277	106
25,53	208	135	267	227	175	102	277	106
25,54	208	135	267	227	175	102	277	106
25,56	208	135	267	228	175	102	277	106
25,57	208	136	267	228	175	102	277	106
25,59	208	136	267	228	175	102	277	106
25,60	208	136	267	228	175	102	277	106
25,62	208	136	267	228	175	102	277	106
25,63	208	136	267	228	175	102	277	106
25,65	208	136	267	228	175	102	277	106
25,66	208	136	267	228	175	102	277	106
25,68	208	136	267	229	175	102	277	106
25,69	208	136	267	229	175	102	277	106
25,71	208	137	267	229	175	102	277	106
25,72	208	137	267	229	175	102	277	106
25,74	208	137	267	229	175	102	277	106
25,75	208	137	267	229	175	102	277	106
25,76	208	137	267	229	175	102	277	106
25,78	208	137	267	229	175	102	277	106
25,79	208	137	267	231	175	102	277	106
25,81	208	137	267	231	175	102	277	106
25,82	208	138	267	231	175	102	277	106
25,84	208	138	267	231	175	102	277	106
25,85	208	138	267	231	175	102	277	106
25,87	208	138	267	231	175	102	277	106
25,88	208	138	267	231	175	102	277	106
25,90	208	138	267	231	175	102	277	106
25,91	208	138	267	231	175	102	277	106
25,93	208	138	267	232	175	102	277	106
25,94	208	138	267	232	175	102	277	106
25,96	208	139	267	232	175	102	277	106
25,97	208	139	267	232	175	102	277	106
25,99	208	139	267	232	175	102	277	106
26,00	208	139	267	232	175	102	277	106
26,01	208	139	267	232	175	102	277	106
26,03	208	139	267	232	175	102	277	106
26,04	208	139	267	233	175	102	278	106
26,06	208	139	267	233	175	102	278	106
26,07	208	140	267	233	175	102	278	106
26,09	208	140	267	233	175	102	278	106
26,10	208	140	267	233	175	102	278	106
26,12	208	140	267	233	175	102	278	106
26,13	208	140	267	233	175	102	278	106
26,15	208	140	267	233	175	102	278	106
26,16	208	140	267	233	175	102	278	106
26,18	208	140	267	233	175	102	278	106
26,19	208	140	267	233	175	102	278	106
26,21	208	141	267	233	175	102	278	106
26,22	208	141	267	233	175	102	278	106
26,24	208	141	267	233	175	102	278	106
26,25	208	141	267	233	175	102	278	106
26,26	208	141	267	233	175	102	278	106
26,28	208	141	267	233	175	102	278	106
26,29	208	141	267	233	175	102	278	106
26,31	208	141	267	233	175	102	278	106
26,32	208	141	267	233	175	102	278	106
26,34	208	141	267	233	175	102	278	106
26,35	208	141	267	233	175	102	278	106
26,37	208	141	267	233	175	102	278	106
26,38	208	141	267	233	175	102	278	106
26,40	208	141	267	233	175	102	278	106
26,41	208	141	267	233	175	102	278	106
26,43	208	141	267	233	175	102	278	106
26,44	208	141	267	233	176	102	278	106
26,46	208	141	267	233	176	102	278	106
26,47	208	141	267	233	176	102	278	106
26,49	208	141	267	233	176	102	278	106
26,50	208	141	267	233	176	102	278	106
26,51	208	141	267	233	176	102	278	106
26,53	208	141	267	233	176	102	278	106
26,54	208	141	267	233	176	102	278	106
26,56	208	141	267	233	175	102	278	106
26,57	208	141	267	233	175	102	278	106
26,59	208	141	267	233	175	102	278	106
26,60	208	141	267	233	175	102	278	106
26,62	208	141	267	233	175	102	278	106
26,63	208	141	267	233	175	102	278	106
26,65	208	141	267	233	175	102	278	106
26,66	208	141	267	233	175	102	278	106
26,68	208	141	267	233	175	102	278	106
26,69	208	141	267	233	175	102	278	106
26,71	208	141	267	233	175	102	278	106
26,72	208	141	267	233	175	102	278	106
26,74	208	141	267	233	175	102	278	106
26,75	208	141	267	233	175	102	278	106
26,76	208	141	267	233	175	102	278	106
26,78	208	141	267	233	175	102	278	106
26,79	208	141	267	233	175	102	278	106
26,81	208	141	267	233	175	102	278	106
26,82	208	141	267	233	175	102	278	106
26,84	208	141	267	233	175	102	278	106
26,85	208	141	267	233	175	102	278	106
26,87	208	141	267	233	175	102	278	106
26,88	208	141	267	233	175	102	278	106
26,90	208	141	267	233	175	102	278	106
26,91	208	141	267	233	175	102	278	106
26,93	208	141	267	233	175	102	278	106
26,94	208	141	267	233	175	102	278	106
26,96	208	141	267	233	175	102	278	106
26,97	208	141	267	233	175	102	278	106
26,99	208	141	267	233	175	102	278	106
27,00	208	141	267	233	175	102	278	106
27,01	208	141	267	233	175	102	278	106
27,03	208	141	267	233	175	102	278	106
27,04	208	141	267	233	175	102	278	106
27,06	208	141	267	233	175	102	278	106
27,07	208	141	267	233	175	102	278	106
27,09	208	141	267	233	175	102	278	106
27,10	208	141	267	233	175	102	278	106
27,12	208	141	267	233	175	102	278	106
27,13	208	141	267	233	175	102	278	106
27,15	208	141	267	233	175	102	278	106
27,16	208	141	267	233	175	102	278	106
27,18	208	141	267	233	175	102	278	106
27,19	208	141	267	233	175	102	278	106
27,21	208	141	267	233	175	102	278	106
27,22	208	141	267	233	175	102	278	106
27,24	208	141	267	233	175	102	278	106
27,25	208	141	267	233	175	102	278	106
27,26	208	141	267	233	175	102	278	106
27,28	208	141	267	233	175	102	278	106
27,29	208	141	267	233	175	102	278	106
27,31	208	141	267	233	175	102	278	106
27,32	208	141	267	233	175	102	278	106
27,34	208	141	267	233	175	102	278	106
27,35	208	141	267	233	175	102	278	106
27,37	208	141	267	233	175	102	278	106
27,38	208	141	267	233	175	102	278	106
27,40	208	141	267	233	175	102	278	106
27,41	208	141	267	233	175	102	278	106
27,43	208	141	267	233	175	102	278	106
27,44	208	141	267	233	175	102	278	106
27,46	208	141	267	233	175	102	278	106
27,47	208	141	267	233	175	102	278	106
27,49	208	141	267	233	175	102	278	106
27,50	208	141	267	233	175	102	278	106
27,51	208	141	267	233	175	102	278	106
27,53	208	141	267	233	175	102	278	106
27,54	208	141	267	233	175	102	278	106
27,56	208	141	267	233	175	102	278	106
27,57	208	141	267	233	175	102	278	106
27,59	208	141	267	233	175	102	278	106
27,60	208	141	267	233	175	102	278	106
27,62	208	141	267	233	175	102	278	106
27,63	208	141	267	233	175	102	278	106
27,65	208	141	267	233	175	102	278	106
27,66	208	141	267	233	175	102	278	106
27,68	208	141	267	233	175	102	278	106
27,69	208	140	267	233	175	102	278	106
27,71	208	140	267	233	175	102	278	106
27,72	208	140	267	233	175	102	278	106
27,74	208	140	267	233	175	102	278	106
27,75	208	140	267	233	175	102	278	106
27,76	208	140	267	233	175	102	278	106
27,78	208	140	267	233	175	102	278	106
27,79	208	140	267	233	175	102	278	106
27,81	208	140	267	233	175	102	278	106
27,82	208	140	267	233	175	102	278	106
27,84	208	140	267	232	175	102	278	106
27,85	208	140	267	232	175	102	278	106
27,87	208	140	267	232	175	102	278	106
27,88	208	140	267	232	175	102	278	106
27,90	208	140	267	232	175	102	278	106
27,91	208	140	267	232	175	102	278	106
27,93	208	140	267	232	175	102	278	106
27,94	208	139	267	232	175	102	278	106
27,96	208	139	267	232	175	102	278	106
27,97	208	139	267	232	175	102	278	106
27,99	208	139	267	232	175	102	278	106
28,00	208	139	267	232	175	102	278	106
28,01	208	139	267	232	175	102	278	106
28,03	208	139	267	232	175	102	278	106
28,04	208	139	267	232	175	102	277	106
28,06	208	139	267	232	175	102	277	106
28,07	208	139	267	231	175	102	277	106
28,09	208	139	267	231	175	102	277	106
28,10	208	139	267	231	175	102	277	106
28,12	208	139	267	231	175	102	277	106
28,13	208	139	267	231	175	102	277	106
28,15	208	139	267	231	175	102	277	106
28,16	208	139	267	231	175	102	277	106
28,18	208	139	267	231	175	102	277	106
28,19	208	138	267	232	175	102	277	106
28,21	208	138	267	232	175	102	277	106
28,22	208	138	267	232	175	102	277	106
28,24	208	138	267	232	175	102	277	106
28,25	208	138	267	232	175	102	277	106
28,26	208	138	267	232	175	102	277	106
28,28	208	138	267	232	175	102	277	106
28,29	208	138	267	232	175	102	277	106
28,31	208	138	267	232	175	102	277	106
28,32	208	138	267	232	175	102	277	106
28,34	208	138	267	232	175	102	277	106
28,35	208	138	267	232	175	102	277	106
28,37	208	138	267	232	175	102	277	106
28,38	208	138	267	232	175	102	277	106
28,40	208	138	267	232	175	102	277	106
28,41	208	138	267	232	175	102	277	106
28,43	208	137	267	232	175	102	277	106
28,44	208	137	267	232	175	102	277	106
28,46	208	137	267	232	175	102	278	106
28,47	208	137	267	232	175	102	278	106
28,49	208	137	267	232	175	102	278	106
28,50	208	137	267	232	175	102	278	106
28,51	208	137	267	232	175	102	278	106
28,53	208	137	267	232	175	102	278	106
28,54	208	137	267	232	175	102	278	106
28,56	208	137	267	232	175	102	278	106
28,57	208	137	267	232	175	102	278	106
28,59	208	137	267	232	175	102	278	106
28,60	208	137	267	232	175	102	278	106
28,62	208	137	267	232	175	102	278	106
28,63	208	137	267	232	175	102	278	106
28,65	208	137	267	232	175	102	278	106
28,66	208	137	267	232	175	102	278	106
28,68	208	137	267	232	175	102	278	106
28,69	208	137	267	232	175	102	278	106
28,71	208	137	267	232	175	102	278	106
28,72	208	137	267	232	175	102	278	106
28,74	208	137	267	232	175	102	278	106
28,75	208	137	267	232	175	102	278	106
28,76	208	137	267	232	175	102	278	106
28,78	208	137	267	232	175	102	278	106
28,79	208	137	267	232	175	102	278	106
28,81	208	137	267	232	175	102	278	106
28,82	208	137	267	232	175	102	278	106
28,84	208	137	267	232	175	102	278	106
28,85	208	137	267	232	175	102	278	106
28,87	208	137	267	232	175	102	278	106
28,88	208	137	267	232	175	102	278	106
28,90	208	137	267	232	175	102	278	106
28,91	208	137	267	231	175	102	278	106
28,93	208	137	267	231	175	102	278	106
28,94	208	137	267	231	175	102	278	106
28,96	208	137	267	231	175	102	278	106
28,97	208	137	267	231	175	102	278	106
28,99	208	137	267	231	175	102	277	106
29,00	208	137	267	231	175	102	277	106
29,01	208	137	267	231	175	102	277	106
29,03	208	137	267	230	175	102	277	106
29,04	208	137	267	230	175	102	277	106
29,06	208	137	267	230	175	102	277	106
29,07	208	137	267	230	175	102	277	106
29,09	208	137	267	230	175	102	278	106
29,10	208	137	267	230	175	102	278	106
29,12	208	137	266	230	175	102	278	106
29,13	208	137	266	230	175	102	278	106
29,15	208	137	266	230	175	102	278	106
29,16	208	137	266	230	175	102	278	106
29,18	208	137	266	230	175	102	278	106
29,19	208	137	266	230	175	102	278	106
29,21	208	137	266	230	175	102	278	106
29,22	208	137	266	230	175	102	278	106
29,24	208	137	266	230	175	102	278	105
29,25	208	137	266	230	175	102	278	105
29,27	208	137	266	230	175	102	278	105
29,28	208	137	266	230	175	102	278	105
29,30	208	137	266	230	175	102	277	105
29,31	208	137	266	230	175	102	277	105
29,33	208	137	266	230	175	102	277	105
29,34	208	137	266	230	175	102	277	105
29,36	208	137	266	230	175	102	277	105
29,37	208	137	266	230	175	102	277	105
29,39	208	137	266	230	175	102	277	105
29,40	208	137	266	230	175	102	276	105
29,42	208	137	266	230	175	102	276	105
29,43	208	137	266	230	175	102	276	105
29,45	208	137	266	230	175	102	276	105
29,46	208	137	266	230	175	102	276	105
29,48	208	137	266	230	175	102	276	105
29,49	208	137	266	230	175	102	276	105
29,51	208	137	266	230	175	102	276	105
29,52	208	137	266	230	175	102	276	105
29,54	208	137	266	230	175	102	276	105
29,55	208	137	266	230	175	102	276	105
29,57	208	137	266	230	175	102	276	105
29,58	208	137	266	230	175	102	276	105
29,60	208	137	266	230	175	102	276	105
29,61	208	137	266	230	175	102	276	105
29,63	208	137	266	231	175	102	276	105
29,64	208	137	266	231	175	102	276	105
29,66	208	137	266	231	175	102	276	105
29,67	208	137	266	231	175	102	276	105
29,69	208	138	266	231	175	102	276	105
29,70	208	138	266	231	175	102	276	105
29,72	208	138	267	231	175	102	277	105
29,73	208	138	267	231	175	102	277	105
29,75	208	138	267	231	175	102	277	105
29,76	208	138	267	231	175	102	277	105
29,78	208	138	267	231	175	102	277	105
29,79	208	138	267	231	175	102	277	105
29,81	208	138	267	231	175	102	277	105
29,82	208	138	267	231	175	102	277	105
29,84	208	138	267	231	175	102	277	105
29,85	208	138	267	231	175	102	277	105
29,87	208	138	267	232	175	102	277	105
29,88	208	138	267	232	175	102	277	105
29,90	208	138	267	232	175	102	277	105
29,91	208	138	267	232	175	102	277	105
29,93	208	138	267	232	175	102	277	105
29,94	208	138	267	232	175	102	277	105
29,96	208	138	267	232	175	102	277	105
29,97	208	138	267	232	175	102	277	105
29,99	208	138	267	232	175	102	277	105
